DETLOC,Name,Address,City,County,State,Zip,AOR,Date of Last Use,Date of First Use,Lat,Lng
NASSAFL,NASSAU COUNTY JAIL,76001 BOBBY MOORE CIRCLE,YULEE,NASSAU,FL,32097,MIA,27/08/2009,14/05/1996,30.610685,-81.631404
NATROWY,NATRONA COUNTY JAIL,1100 BRUCE LANE,CASPER,NATRONA,WY,82601,DEN,31/10/2017,3/12/91,42.862257,-106.345052
NAVSOAZ,NAVAJO COUNTY SHERIFF,100 EAST CARTER DRIVE,HOLBROOK,NAVAJO,AZ,86025,PHO,29/08/2013,28/01/2000,34.871553,-110.154716
NAVARTX,NAVARRO CO JAIL,300 WEST 2ND AVENUE,CORSICANA,NAVARRO,TX,75110,DAL,4/7/02,4/1/90,32.089143,-96.48253
NVSDCNV,NEVADA SOUTHERN DETENTION CENTER,2190 EAST MESQUITE AVENUE,PAHRUMP,NYE,NV,89060,SLC,4/11/17,2/5/16,36.24902657,-115.9827748
NHSPWOM,NEW HAMPSHIRE,317 MAST ROAD,GOFFSTOWN,HILLSBOROUGH,NH,3045,BOS,28/03/2007,17/07/1990,43.00986831,-71.54039621
NHSPCON,NEW HAMPSHIRE STATE PENITENTIARY (CONCORD),281 NORTH STATE STREET,CONCORD,MERRIMACK,NH,3301,BOS,14/04/2009,16/03/1989,43.2273988,-71.5576108
NWHNVNC,NEW HANOVER COUNTY JAIL,3950 JUVENILE RD,CASTLE HAYNE,NEW HANOVER,NC,28429,ATL,2/11/17,5/6/12,34.327352,-77.895749
NOLHOLD,NEW ORLEANS DD&P,701 LOYOLA AVENUE ROOM 9001,NEW ORLEANS,ORLEANS,LA,70113,NOL,30/08/2017,5/11/99,29.948091,-90.077862
BOPNYM,NEW YORK MCC,150 PARK ROW,NEW YORK,NEW YORK,NY,10007,NYC,21/08/2003,26/11/1986,40.713035,-74.0015977
NEWHOLD,NEW/INS OS HOLD ROOM,970 BROAD STREET,NEWARK,ESSEX,NJ,7102,NEW,20/10/2017,1/1/88,40.73036437,-74.17498616
NEWTOTX,NEWTON COUNTY CORRECTIONAL CENTER,ROUTE 1,NEWTON,NEWTON,TX,75966,HOU,25/03/2006,6/11/90,30.84519256,-93.76144577
NIAGANY,NIAGARA COUNTY JAIL,5526 NIAGARA STREET EXTENTION,LOCKPORT,NIAGARA,NY,14094,BUF,14/01/2010,20/10/1989,43.180452,-78.735648
NIACINY,NIAGARA FALLS CITY JAIL,520 HYDE PARK BLVD.,NIAGARA FALLS,NIAGARA,NY,14302,BUF,2/9/98,24/01/1989,43.09201303,-79.02296401
NIOBRWY,NIOBRARA COUNTY JAIL,416 SOUTH ELM STREET,LUSK,NIOBRARA,WY,82225,DEN,23/10/2008,6/9/06,42.76089174,-104.4509136
NOBLEMN,NOBLES COUNTY JAIL,1530 AIRPORT ROAD,WORTHINGTON,NICOLLET,MN,56187,SPM,4/11/17,30/09/1997,43.649224,-95.593433
NORFOVA,NORFOLK CITY JAIL,811 EAST CITY HALL AVENUE,NORFOLK,NORFOLK CITY,VA,23510,WAS,4/11/17,11/8/06,36.84600504,-76.28316583
NORFOMA,NORFOLK COUNTY JAIL,200 WEST STREET,DEDHAM,NORFOLK,MA,2026,BOS,4/1/15,17/07/1980,42.2597568,-71.2087651
NORHOLD,NORFOLK SUB-OFFICE HOLD,5280 HENNEMAN DRIVE,NORFOLK,NORFOLK,VA,23513,WAS,10/5/17,14/09/2010,36.8761636,-76.22287045
NBRMCFL,NORTH BROWARD MEDICAL CENTER,201 EAST SAMPLE ROAD,POMPANO BEACH,BROWARD,FL,33060,MIA,13/08/2017,3/11/10,26.2754093,-80.0986378
NCDOCRA,NORTH CAROLINA DEPARTMENT OF CORRECTIONS (RALEIGH),COMBINED RECORDS,RALEIGH,WAKE,NC,27603,ATL,6/12/06,7/9/89,35.779687,-78.65428
NOCPDIL,NORTH CHICAGO POLICE DEPARTMENT,1850 LEWIS AVENUE,NORTH CHICAGO,LAKE,IL,60064,CHI,23/03/2004,16/10/1985,42.32600677,-87.856184
NONOLCA,NORTH COUNTY JAIL,550 6TH STREET,OAKLAND,ALAMEDA,CA,94607,SFR,14/07/2003,30/11/1990,37.79983474,-122.2770514
NGDCTGA,NORTH GEORGIA DETENTION CENTER,622 MAIN STREET SOUTHWEST,GAINESVILLE,HALL,GA,30501,ATL,23/03/2014,6/1/09,34.29467486,-83.82416645
NOLVGNV,NORTH LAS VEGAS,2332 NORTH LAS VEGAS BOULEVARD,NORTH LAS VEGAS,CLARK,NV,89030,SLC,22/06/2011,26/05/1992,36.20230153,-115.1195983
NRPHOLD,NORTH PLATTE HOLD ROOM,"300 East 3rd Street North Platte, NE 69101",NORTH PLATTE,LINCOLN,NE,69101,SPM,11/3/11,11/3/11,41.135013,-100.759979
NOROYOH,NORTH ROYALTON CITY JAIL,14000 BENNETT RD.,N. ROYALTON,CUYAHOGA,OH,44133,DET,10/7/03,6/2/97,41.314116,-81.73715
CTNEACI,NORTHEAST CORRECTIONAL CENTER,251 MIDDLE TURNPIKE,STORRS,TOLLAND,CT,6268,BOS,25/08/2003,26/04/2002,41.81309493,-72.29536389
NEJUVNE,NORTHEAST NEBRASKA JUVENILE SERVICES,120 CLARA DAVIS DRIVE,MADISON,MADISON,NE,68748,SPM,17/08/2009,15/11/1996,41.8445326,-97.4568932
CCANOOH,NORTHEAST OHIO CORRECTIONAL CTR (YOUNGSTOWN CDF),2240 HUBBARD ROAD,YOUNGSTOWN,MAHONING,OH,44505,DET,4/11/17,18/12/2016,41.12885834,-80.62678376
CTNRNCI,NORTHERN CORRECTIONAL INSTITUTE,287 BILTON ROAD,SOMERS,TOLLAND,CT,6071,BOS,14/03/2004,11/1/00,42.018494,-72.494365
MENMJUV,NORTHERN MAINE JUVENILE DETENTION,1182 DOVER ROAD,CHARLESTON,PENOBSCOT,ME,4422,BOS,21/08/2006,18/06/2003,45.09154852,-69.09008712
NNREGVA,NORTHERN NECK REGIONAL JAIL,"3908 Richmond Rd, Warsaw, VA 22572",WARSAW,RICHMOND,VA,22572,WAS,13/03/2007,18/08/2000,37.96468,-76.79151
NVNORCC,NORTHERN NEVADA CORRECTIONAL CENTER,1721 E. SNYDER AVE,CARSON CITY,COUNTY,NV,89701,SLC,6/11/96,27/10/1988,39.108512,-119.74409
NORCOOR,NORTHERN OREGON CORRECTIONAL FACILITY,211 WEBBER ROAD,THE DALLES,WASCO,OR,97058,SEA,4/11/17,9/1/87,45.6100519,-121.202763
NOJUVOR,NORTHERN OREGON JUVENILE DETENTION,211 WEBBER STREET,THE DALLES,WASCO,OR,97058,SEA,4/11/17,15/12/1999,45.6100519,-121.202763
WVNORTH,NORTHERN REGIONAL JAIL,RD #2,MOUNDSVILLE,MARSHALL,WV,26041,PHI,27/09/2017,22/04/2007,39.92285025,-80.73635876
VTDCOR2,NORTHERN STATE BOSTON (VERMONT DEPARTMENT OF CORRE,2559 GLEN ROAD,NEWPORT,ORLEANS,VT,5855,BOS,,,44.90379109,-72.19242543
NVJDCVA,NORTHERN VIRGINIA JUVENILE DETENTION CENTER,200 SOUTH WHITING STREET,ALEXANDRIA,COUNTY,VA,22304,WAS,25/09/2017,9/7/15,38.812562,-77.137071
CSCNWWA,NORTHWEST DETENTION CENTER,1623 E. J STREET,TACOMA,PIERCE,WA,98421,SEA,4/11/17,1989,47.25020974,-122.4226634
NWREGVA,NORTHWEST REGIONAL ADULT DETENTION CENTER,141 FORT COLLIER ROAD,WINCHESTER,FREDERICK,VA,22603,WAS,2/11/09,1/2/08,39.19850623,-78.14630154
VTSTALB,NORTHWEST STATE CORRECTIONAL CENTER,3649 LOWER NEWTON ROAD,SWANTON,FRANKLIN,VT,5488,BOS,2/11/17,9/3/04,44.850138,-73.132435
NWSCFVT,NORTHWEST STATE CORRECTIONAL FACILITY,3649 LOWER NEWTON ROAD,SWANTON,FRANKLIN,VT,5488,BOS,,,44.850107,-73.132564
NUECETX,NUECES COUNTY JAIL,901 LEOPARD STREET,CORPUS CHRISTI,NUECES,TX,78401,SNA,14/02/2002,29/12/1995,27.79625,-97.3998
NYCHOLD,NYC FIELD OFFICE,26 FEDERAL PLAZA,NEW YORK,NEW YORK,NY,10278,NYC,4/11/17,13/06/1996,40.6404815,-74.17030725
NYEPANV,"NYE COUNTY DETENTION CENTER, SOUTHERN (PAHRUMP)",1520 E. BASIN ROAD,PAHRUMP,NYE,NV,89060,SLC,,,36.219543,-115.982801
BOPOAK,OAKDALE FEDERAL CORRECTIONAL INSTITUTE,2105 EAST WHATLEY ROAD,OAKDALE,ALLEN,LA,71463,NOL,1/9/97,3/1/89,30.832248,-92.636797
OAK,OAKDALE FEDERAL DETENTION,2105 EAST WHATLEY ROAD,OAKDALE,ALLEN,LA,71463,NOL,2/11/17,1980,30.8207012,-92.64069075
BOPOAD,OAKDALE FEDERAL DETENTION CENTER,2105 E. WHATLEY RD.,OAKDALE,ALLEN,LA,71463,NOL,9/7/15,1980,30.8207012,-92.64069075
OAKHOLD,OAKDALE HOLDING ROOM,1010 E WHATLEY ROAD,OAKDALE,ALLEN,LA,71463,NOL,15/09/2016,20/02/1987,30.832183,-92.63684
OAKLACA,OAKLAND CITY JAIL,611 BROADWAY,OAKLAND,ALAMEDA,CA,94607,SFR,19/06/2006,2/4/90,37.79903257,-122.2747485
OBRIJIA,OBRIEN COUNTY JAIL (IOWA),240 1ST STREET NORTHEAST,PRINGHAR,O'BRIEN,IA,51245,SPM,12/3/03,27/02/1997,43.087804,-95.62665
ODESSTX,ODESSA DETENTION CENTER,205 NORTH GRANT AVENUE,ODESSA,ECTOR,TX,79761,ELP,12/12/12,26/03/2002,31.84579331,-102.3678404
OGUHOLD,OGDEN HOLD ROOM,"2487 S. 1620 W., UNIT E.",OGDEN,WEBER,UT,84401,SLC,,,41.220537,-112.018854
NYOGDNC,OGDENSBURG CORRECTIONAL,ONE CORRECTION WAY,OGDENSBURG,ST LAWRENCE,NY,13669,BUF,,,44.721621,-75.44791
OGLECIL,OGLE COUNTY JAIL,103 JEFFERSON STREET,OREGON,OGLE,IL,61061,CHI,30/10/2002,22/07/1998,42.01315747,-89.32985122
OKANOWA,OKANOGAN COUNTY,149 4TH AVENUE NORTH,OKANOGAN,OKANOGAN,WA,98840,SEA,17/11/2016,1/10/92,48.36574553,-119.581578
OKCHOLD,OKLAHOMA CITY HOLD ROOM,4400 SW 44TH STREET,OKLAHOMA CITY,OKLAHOMA CITY,OK,73119,DAL,12/9/17,5/3/13,35.42401994,-97.5967341
OKCOJOK,OKLAHOMA COUNTY JAIL,201 NORTH SHARTEL AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73102,DAL,21/09/2008,3/11/89,35.46956705,-97.52675523
BOPOKL,OKLAHOMA FEDERAL TRANSFER CENTER,7500 MACARTHUR BLVD,OKLAHOMA CITY,OKLAHOMA,OK,73109,DAL,5/11/03,2/10/95,35.769983,-97.620616
OKMULOK,OKMULGEE COUNTY JAIL,314 W. 7TH STREET,OKMULGEE,OKMULGEE,OK,74447,DAL,4/11/17,15/08/2017,35.62237634,-95.97423614
OLDHAKY,OLDHAM COUNTY JAIL,100 W MAIN STREET,LA GRANGE,OLDHAM,KY,40031,CHI,2/11/17,23/12/1997,38.4071363,-85.3808399
OLMSTMN,OLMSTED COUNTY,101 4TH STREET SOUTHEAST,ROCHESTER,OLMSTED,MN,55904,SPM,6/3/00,6/2/98,44.019372,-92.460729
NEOMAHA,OMAHA CORRECTIONAL CENTER,2323 AVE J,OMAHA,DOUGLAS,NE,68111,SPM,17/06/1997,12/12/96,41.2812941,-95.8987635
OMAHOLD,OMAHA FIELD OFFICE HOLD ROOM,2323 AVENUE J,OMAHA,DOUGLAS,NE,68110,SPM,25/07/2017,13/03/2006,41.2812941,-95.8987635
ONEIDID,ONEIDA COUNTY JAIL,10 COURT STREET,MALAD,ONEIDA,ID,83252,SLC,8/2/04,6/2/04,42.18663,-112.243686
ONECONY,ONEIDA COUNTY JAIL,6075 JUDD ROAD,ORISKANY,ONEIDA,NY,13424,BUF,3/1/16,10/11/94,43.155943,-75.376746
ONONDNY,ONONDAGA COUNTY JAIL,555 SOUTH STATE STREET,SYRACUSE,ONONDAGA,NY,13202,BUF,9/7/17,14/07/1989,43.0461648,-76.14642169
ONTARNY,ONTARIO COUNTY JAIL,3045 COUNTY COMPLEX DRIVE,CANANDAIGUA,ONTARIO,NY,14424,BUF,14/05/2015,25/02/1988,42.882834,-77.211753
OGCMCCA,ORANGE CO MEDICAL CENTER,1001 N TUSTIN AVE,SANTA ANA,ORANGE,CA,92705,LOS,15/05/2017,6/1/16,33.7539445,-117.8330274
OCCWJCA,ORANGE COUNTY CENTRAL WOMEN'S JAIL,550 NORTH FLOWER STREET,SANTA ANA,ORANGE,CA,92703,LOS,4/11/17,21/01/2014,33.7487096,-117.8771597
OCIRCCA,ORANGE COUNTY INTAKE RELEASE FACILITY,550 NORTH FLOWER STREET,SANTA ANA,ORANGE,CA,92703,LOS,4/11/17,5/11/10,33.7487096,-117.8771597
ORANGFL,ORANGE COUNTY JAIL,3855 SOUTH JOHN YOUNG PARKWAY,ORLANDO,ORANGE,FL,32839,MIA,4/11/17,5/2/96,28.5038122,-81.41640494
ORANGNY,ORANGE COUNTY JAIL,110 WELLS FARM ROAD,GOSHEN,ORANGE,NY,10924,NYC,4/11/17,19/08/2008,41.40466912,-74.3574594
ORLHOLD,ORLANDO HOLD ROOM,9403 TRADEPORT DRIVE,ORLANDO,ORLANDO,FL,32827,MIA,15/10/2017,21/01/2001,28.42749625,-81.3338145
NYORLNC,ORLEANS CORRECTIONAL,35-31 GAINES BASIN ROAD,ALBION,ORLEANS,NY,14411,BUF,9/10/05,3/10/05,43.244379,-78.220154
ORLEAVT,ORLEANS COUNTY JAIL,255 MAIN ST,NEWPORT,ORLEANS,VT,5855,BOS,,,44.93498165,-72.21144976
ORLEANY,ORLEANS COUNTY JAIL,26 SOUTH PLATT STREET,ALBION,ORLEANS,NY,14411,BUF,10/8/09,20/10/1987,43.24546626,-78.19235804
OPJUVLA,ORLEANS PARISH JUVENILE FACILITY,2800 GRAVIER STREET,NEW ORLEANS,ORLEANS,LA,70119,NOL,18/08/2004,1/3/93,29.961463,-90.093506
ORPARLA,ORLEANS PARISH SHERIFF,2800 GRAVIER STREET,NEW ORLEANS,ORLEANS,LA,70119,NOL,24/04/2012,18/02/1987,29.961463,-90.093506
ORPARL2,ORLEANS PARISH/SOUTH WHITE,857 SOUTH WHITE,NEW ORLEANS,ORLEANS PARISH,LA,70119,NOL,,,29.96019,-90.094332
OSAHOKS,OSAWATAMIE STATE HOSPITAL,500 STATE HOSPITAL DRIVE,OSAWATAMIE,MIAMI,KS,66064,CHI,18/03/2013,11/4/08,38.51033,-94.939831
CTOSBCI,OSBORN CORRECTIONAL INSTITUTE,100 BILTON ROAD,SOMERS,TOLLAND,CT,6071,BOS,29/01/2007,1/6/00,42.016871,-72.497041
OSWEGNY,OSWEGO COUNTY JAIL,39 CHURCHILL ROAD,OSWEGO,OSWEGO,NY,13126,BUF,25/09/2007,28/03/1990,43.43199815,-76.47994522
CCASDCA,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),7488 CALZADA DE LA FUENTE,SAN DIEGO,SAN DIEGO,CA,92154,SND,4/11/17,5/9/98,32.57652475,-116.9154777
OTERONM,OTERO COUNTY DETENTION,1000 NEW YORK,ALAMOGORDO,OTERO,NM,88310,ELP,7/2/17,24/01/2003,32.852357,-106.007951
OTEROCO,OTERO COUNTY JAIL,222 EAST SECOND STREET,LAJUNTA,OTERO,CO,81050,DEN,8/3/06,10/1/97,37.986843,-103.539597
OTROPNM,OTERO COUNTY PRISON FACILITY,10 MCGREGOR RANGE ROAD,CHAPARRAL,DONA ANA,NM,88081,ELP,20/09/2017,30/11/2005,32.07876,-106.278026
OTRPCNM,OTERO COUNTY PROCESSING CENTER,26 MCGREGOR RANGE ROAD,CHAPARRAL,DONA ANA,NM,88081,ELP,4/11/17,8/12/01,32.08042,-106.28262
BOPOTV,OTISVILLE FEDERAL CORRECTIONAL INSTITUTE,"57 Sanitorium Ave, Otisville, NY 10963",OTISVILLE,ORANGE,NY,10963,NYC,18/08/1999,1/12/82,41.479489,-74.528776
OTOECNE,OTOE COUNTY JAIL,1021 CENTRAL AVENUE,NEBRASKA CITY,OTOE,NE,68410,SPM,10/10/02,9/12/96,40.67621235,-95.85835129
OTSEGNY,OTSEGO COUNTY JAIL,172 COUNTY HIGHWAY 33 WEST,COOPERSTOWN,OTSEGO,NY,13326,BUF,17/01/2008,22/02/1996,42.753418,-74.855063
OTTAWMI,OTTAWA COUNTY,3100 PORT SHELDON ROAD,HUDSONVILLE,OTTAWA,MI,49426,DET,19/01/2006,13/08/1991,42.887572,-85.85925166
OXFORME,OXFORD COUNTY JAIL,25 WESTERN AVENUE,SOUTH PARIS,OXFORD,ME,4281,BOS,26/08/2004,6/7/04,44.22216071,-70.51734001
BOPOXF,OXFORD FEDERAL CORRECTIONAL INSTITUTE,"350 Elk Ave, Oxford, WI 53952",OXFORD,MARQUETTE,WI,53952,CHI,11/8/05,8/6/80,43.77884,-89.572543
OZAUKWI,OZAUKEE COUNTY JAIL,1201 S. SPRINGS,PORT WASHINGTON,OZAUKEE,WI,53074,CHI,16/11/2005,29/11/2001,43.37373,-87.897963
PALMBFL,PALM BEACH COUNTY JAIL,3228 GUN CLUB ROAD,WEST PALM BEACH,PALM BEACH,FL,33406,MIA,13/05/2009,26/09/1995,26.67306236,-80.09224477
PLRMCCA,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DR,PALMDALE,LOS ANGELES,CA,93551,LOS,7/4/15,6/4/15,34.5831938,-118.1446251
AKPALMC,PALMER CORRECTIONAL CENTER,MILE 58 GLENN HIGHWAY,PALMER,PALMER,AK,99645,SEA,8/6/14,11/9/94,61.5876053,-149.1269534
PMHOSFL,PALMETTO HOSPITAL,2001 W. 68TH ST.,HIALEAH,MIAMI-DADE,FL,33016,MIA,4/11/17,21/10/2000,25.885214,-80.324795
PLMBHTX,PALMS BEHAVIORAL HEALTH,613 VICTORIA LN,HARLINGEN,CAMERON,TX,78550,SNA,10/12/16,10/12/16,26.163359,-97.671657
PWHOSFL,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,PALM BEACH,FL,33470,MIA,26/02/2011,16/02/2011,26.684044,-80.252606
PAMREVA,PAMUNKEY REGIONAL JAIL,7240 COURTLAND FARM ROAD,HANOVER,HANOVER,VA,23069,WAS,6/10/10,1/10/99,37.75195734,-77.35902542
PARKCMT,PARK COUNTY DETENTION CENTER,414 E. CALLENDAR PO BOX 43,LIVINGSTON,LEWIS AND CLARK,MT,59602,SLC,25/10/2009,19/04/2008,45.663363,-110.555668
PARKCWY,PARK COUNTY JAIL,1402 RIVER VIEW DRIVE,CODY,PARK,WY,82414,DEN,7/7/08,4/10/07,44.53220288,-109.0605911
PARKJCO,PARK COUNTY JAIL,1180 COUNTY ROAD 16,FAIRPLAY,PARK,CO,80440,DEN,29/07/2016,16/11/1990,39.2177087,-105.9799334
PASADCA,PASADENA CITY JAIL,207 NORTH GARFIELD AVENUE,PASADENA,LEE,CA,91101,LOS,20/01/2013,24/05/2004,34.149188,-118.144762
PASSANJ,PASSAIC COUNTY JAIL,11 SHERIFFS PLAZA,PATERSON,PASSAIC,NJ,7501,NEW,3/4/06,1/1/88,40.913016,-74.174113
PAULDGA,PAULDING COUNTY GEORGIA,25 INDUSTRIAL WAY NORTH,DALLAS,PAULDING,GA,30132,ATL,9/1/03,7/8/90,33.943437,-84.81863
PAVHRPR,PAVIA HOSPITAL-HATO TEY,"435 Avenida Juan Ponce de Le�_n
San Juan, 00917",SAN JUAN,COUNTY,PR,917,MIA,21/04/2017,25/01/2016,18.41936,-66.055968
PDNHOLD,PDN HOLD ROOM,1000 S. EL PASO STREET,EL PASO,EL PASO,TX,79901,ELP,17/05/2013,13/07/2012,31.74968832,-106.4867865
PECOSTX,PECOS CRIMINAL JUSTICE CENTER,172 WEST RAUL FLOREZ BOULEVARD,PECOS,REEVES,TX,79772,ELP,25/06/2012,28/02/2008,31.398588,-103.511566
PCSHOLD,PECOS HOLD ROOM,250 EAST PALMER ROAD,PECOS,REEVES,TX,79772,ELP,2/10/17,10/3/10,31.3981762,-103.5214509
BOPPEK,PEKIN FEDERAL CORRECTIONAL INSTITUTE,2600 2ND STREET,PEKIN,TAZEWELL,IL,61554,CHI,27/04/2005,30/08/1995,40.4958894,-89.6478953
PEMBIND,PEMBINA COUNTY JAIL,308 COURT HOUSE DRIVE,CAVALIER,PEMBINA,ND,58220,SPM,21/05/2009,7/6/96,48.79061482,-97.62589
PENDOWA,PEND ORIELLE CORRECTIONAL FACILITY,331 SOUTH GARDEN AVENUE,NEWPORT,PEND OREILLE,WA,99156,SEA,28/04/2009,19/06/2004,48.17905691,-117.058017
PENNIMN,PENNINGTON COUNTY,P.O. BOX 484,THIEFRIVER FALLS,PENNINGTON,MN,56701,SPM,17/12/2006,11/6/96,48.116799,-96.181822
PENNISD,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),307 SAINT JOSEPH STREET,RAPID CITY,PENNINGTON,SD,57701,SPM,2/11/17,14/06/1994,44.07892823,-103.2210237
PENOBME,PENOBSCOT COUNTY JAIL,85 HAMMOND STREET,BANGOR,PENOBSCOT,ME,4401,BOS,1/10/13,10/2/95,44.80142619,-68.77755554
PCJDCIL,PEORIA COUNTY JUV DET CENTER,223 N MAXWELL RD,PEORIA,PEORIA,IL,61604,CHI,7/12/16,7/12/16,40.688861,-89.69345275
PERRYAL,PERRY COUNTY CORRECTIONAL CENTER,UNITED STATES HIGHWAY 80 EAST,UNIONTOWN,PERRY,AL,36786,NOL,8/6/09,22/07/2006,32.634284,-87.316173
PERRYIL,PERRY COUNTY JAIL,12 EAST WATER STREET,PINCKNEYVILLE,PERRY,IL,62274,CHI,27/04/2003,8/10/97,38.08003342,-89.38167938
AZSPPER,PERRYVILLE STATE PRISON,2105 NORTH CITRUS RD,GOODYEAR,MARICOPA,AZ,85395,PHO,28/09/2016,27/12/2015,33.4632924,-112.4442216
BOPPET,PETERSBURG FEDERAL CORRECTIONAL INSTITUTE,"1060 River Rd Hopewell, VA 23860
",PETERSBURG,PETERSBURG CITY,VA,23860,WAS,16/02/2005,27/10/1980,37.295038,-77.321437
PHELPNE,PHELPS COUNTY JAIL,715 5TH AVENUE,HOLDREGE,PHELPS,NE,68949,SPM,4/11/17,29/02/2000,40.43904671,-99.37040143
PHIHOLD,PHILADELPHIA DISTRICT OFFICE HOLD ROOM,1600 CALLOWHILL ST,PHILADELPHIA,PHILADELPHIA,PA,19130,PHI,28/09/2017,16/06/1980,39.95995,-75.16547
PHILLMT,PHILLIPS COUNTY JAIL (MONTANA),314 SOUTH 2ND AVENUE WEST,MALTA,PHILLIPS,MT,59538,SLC,6/4/10,28/06/1992,48.35676886,-107.8775363
PHOHOLD,PHOENIX DISTRICT OFFICE,2035 NORTH CENTRAL AVENUE,PHOENIX,MARICOPA,AZ,85004,PHO,4/11/17,9/12/97,33.4707851,-112.0730899
BOPPHX,PHOENIX FEDERAL CORRECTIONAL INSTITUTE,37910 N 45TH AVE DEPT 1700,PHOENIX,MARICOPA,AZ,85027,PHO,6/11/16,1/5/81,33.832026,-112.168389
PICKJOH,PICKAWAY COUNTY JAIL,600 ISLAND ROAD,CIRCLEVILLE,PICKAWAY,OH,43113,DET,4/2/16,8/3/96,39.610607,-82.953115
PIEPDOK,PIEDMONT POLICE DEPARTMENT,415 PIEDMONT ROAD,PIEDMONT,CANADIAN,OK,73078,DAL,,,35.66872716,-97.7452654
PMREGVA,PIEDMONT REGIONAL JAIL,801 INDUSTRIAL PARK ROAD,FARMVILLE,PRINCE EDWARD,VA,23901,WAS,14/12/2009,10/2/97,37.32060119,-78.42539229
PIERCNE,PIERCE COUNTY JAIL,111 WEST COURT STREET,PIERCE,PIERCE,NE,68767,SPM,16/12/2002,4/1/93,42.20006108,-97.52758592
PIKCOPA,PIKE COUNTY CORRECTIONAL FACILITY,175 PIKE COUNTY BOULEVARD,LORDS VALLEY,PIKE,PA,18428,PHI,4/11/17,13/03/1996,41.38881,-75.071465
PKEHOLD,PIKE COUNTY ERO HOLD ROOM,170 PIKE COUNTY BLVD,HAWLEY,PIKE,PA,18428,PHI,,,41.388359,-75.072108
PIMAJAZ,PIMA COUNTY JAIL,1270 WEST SILVERLAKE ROAD,TUCSON,PIMA,AZ,85713,PHO,4/11/17,10/12/92,32.2013392,-110.9906302
PINALAZ,PINAL COUNTY JAIL,971 N. JASON LOPEZ CIRCLE,FLORENCE,PINAL,AZ,85132,PHO,27/09/2017,30/10/1992,33.0412907,-111.3760342
PINEPLA,PINE PRAIRIE CORRECTIONAL CENTER,1133 HAMPTON DUPRE ROAD,PINE PRAIRIE,EVANGELINE,LA,70576,NOL,4/11/17,28/02/2000,30.788073,-92.413408
PINELFL,PINELLAS COUNTY JAIL,14400 49TH STREET NORTH,CLEARWATER,PINELLAS,FL,33762,MIA,4/11/17,1/10/98,27.901529,-82.706199
PISCAME,PISCATAQUIS COUNTY JAIL,52 COURT STREET,DOVER-FOXCROFT,PISCATAQUIS,ME,4426,BOS,1/6/14,14/03/1997,45.18308767,-69.22442969
PITKICO,PITKIN COUNTY JAIL,506 EAST MAIN STREET,ASPEN,PITKIN,CO,81611,DEN,6/2/08,12/4/91,39.19030455,-106.8170569
PITHOLD,PITTSBURGH HOLD ROOM,3000 SIDNEY ST SUITE 100,PITTSBURGH,ALLEGHENY,PA,15203,PHI,12/10/17,9/8/17,40.424825,-79.960811
PLAQULA,PLAQUEMINES PARISH DETENTION,110 PRISON RD.,BRAITHWAITHE,PLAQUEMINES,LA,70040,NOL,30/09/2005,3/12/01,29.59831,-89.824228
PLATTMO,PLATTE COUNTY DETENTION CENTER,415 THIRD STREET,PLATTE CITY,PLATTE,MO,64079,CHI,4/11/17,22/01/1992,39.1903532,-94.6837149
PLATTWY,PLATTE COUNTY JAIL,850 MAPLE STREET,WHEATLAND,PLATTE,WY,82201,DEN,4/11/17,4/4/00,42.055382,-104.952706
PLATTNE,PLATTE COUNTY JAIL (NEBRASKA),1125 17TH STREET EAST,COLUMBUS,PLATTE,NE,68601,SPM,6/3/01,28/10/1996,41.43189433,-97.31567098
PLYMOMA,PLYMOUTH COUNTY CORRECTIONAL FACILITY,26 LONG POND ROAD,PLYMOUTH,PLYMOUTH,MA,2360,BOS,4/11/17,1/4/94,41.9318079,-70.65129918
PTCOULA,POINTE COUPEE PARISH DETENTION CENTER,10933 CAJUNII ROAD HWY 981,NEW ROADS,POINTE COUPEE,LA,70760,NOL,4/5/05,24/10/1988,30.74728,-91.383482
POLKCTX,POLK COUNTY ADULT DETENTION FACILITY,3400 FM 350 SOUTH,LIVINGSTON,POLK,TX,77351,HOU,4/11/17,16/05/2006,30.6981513,-95.00579154
POLKJFL,POLK COUNTY JAIL,2390 BOB PHILIPS ROAD,BARTOW,POLK,FL,33830,MIA,26/10/2005,2/10/98,27.881488,-81.81947
POLKCMN,POLK COUNTY JAIL,BOX 416,CROOKSTON,POLK,MN,56716,SPM,6/1/04,15/09/1993,47.77082,-96.624021
POLKJIA,POLK COUNTY JAIL,1985 NE 51ST PLACE,DES MOINES,POLK,IA,50313,SPM,4/11/17,21/04/1992,41.653605,-93.587813
BOPPOL,POLLOCK US PENITENTIARY,"1000 AIR BASE ROAD, PO BOX 1000",POLLOCK,GRANT,LA,71467,NOL,4/4/07,28/04/1999,31.462992,-92.440056
POMONCA,POMONA CITY JAIL,490 WEST MISSION BOULEVARD,POMONA,LOS ANGELES,CA,91766,LOS,5/3/17,30/05/2008,34.05492324,-117.754213
